id,name,host_id,host_name,neighbourhood_group,neighbourhood,room_type,price,minimum_nights,number_of_reviews,availability_365
1532035007944140032,Newly Renovated 2 BedroomApartment Upper East Side,13347167,"Jose,Antonio",Manhattan,Upper East Side,Entire home/apt,164.0,30.0,0,288
1532046952324310016,"Nesva Hotel, Selected by hotel",724033385,,Queens,Long Island City,Private room,206.0,1.0,20,28
1532064451299749888,Near Columbia university with AC and washer/dryer,566262732,Gayane,Manhattan,Harlem,Entire home/apt,36.0,150.0,0,333
1532068768734240000,Spacious 2BR Near Prospect Park - 303,724039774,Victor,Brooklyn,South Slope,Entire home/apt,236.0,30.0,0,289
1532083337680179968,Central,655861351,MySpace,Queens,Long Island City,Entire home/apt,127.0,30.0,0,287
1532566137420750080,Exquisitely Renovated New 4BR 1.5Bath in Ft George,35491667,LEAP NY Apartments,Manhattan,Washington Heights,Entire home/apt,171.0,30.0,1,259
1532609077690350080,New Listing! Large 1 Bedroom Near Central Park!,49095662,Sahar Ziv,Manhattan,Upper East Side,Entire home/apt,409.0,30.0,0,349
1532643125243030016,"Pestana Cr7 Times Square, Comfort King Room",724163945,,Manhattan,Hell's Kitchen,Private room,103.0,1.0,4,307
1532643310410220032,"Pestana Cr7 Times Square, Superior King Room",724163945,,Manhattan,Hell's Kitchen,Private room,190.0,1.0,1,318
1532643314995599872,"Pestana Cr7 Times Square, Superior Double Room",724163945,,Manhattan,Hell's Kitchen,Private room,283.0,1.0,4,321
1532643474922729984,"Pestana Cr7 Times Square, Comfort Double Room",724163945,,Manhattan,Hell's Kitchen,Private room,335.0,1.0,18,322
1532659699922929920,"Soho Grand Hotel, Selected by hotel",724169825,,Manhattan,SoHo,Private room,499.0,1.0,14,8
1532680005823770112,Cozy Private Studio,484563208,Tricia,Queens,Howard Beach,Entire home/apt,102.0,30.0,0,326
1532716809726500096,Sunny Spacious Williamsburg Apartment,35022712,Steven,Brooklyn,Williamsburg,Entire home/apt,148.0,30.0,0,214
1532718513427490048,Sunny Private Room in Brooklyn â€“ Close to Subway,299443006,Priscilla,Brooklyn,East Flatbush,Private room,49.0,30.0,0,134
1532737513386720000,Flower-district location with stylish rooftop bar,724196041,Moxy NYC Chelsea,Manhattan,Chelsea,Private room,300.0,1.0,5,6
1532742724964790016,"Cozy, & modern 2-bedroom apt. near JFK Airport",468566780,Chido,Queens,Springfield Gardens,Entire home/apt,106.0,30.0,0,208
1532766122707300096,2BR Loft in Downtown Manhattan's Two Bridges,13461399,McKenzie,Manhattan,Lower East Side,Entire home/apt,297.0,30.0,0,365
1532823137285570048,Luxury Apartment in Midtown West,480244048,Dillon,Manhattan,Hell's Kitchen,Entire home/apt,336.0,30.0,0,179
1533023242651190016,Riverdale Guest house,66040828,Stephanie,Bronx,Kingsbridge,Shared room,75.0,30.0,0,288
1533049199020770048,Cozy room in Flatbush,104470941,Careff,Brooklyn,Flatbush,Private room,95.0,30.0,0,364
1533315212542240000,"Bohemian vibe, eclectic zen space.",19179837,Natalia,Queens,Ozone Park,Entire home/apt,135.0,30.0,0,365
1533321128054190080,Amazing Upper Manhattan 3 BR,424296351,Michael,Manhattan,East Harlem,Entire home/apt,177.0,30.0,0,364
1533363531757989888,Extra -Large Room in a Private House,704851880,Godwin,Brooklyn,Flatlands,Private room,129.0,1.0,1,363
1533377985850670080,Bright Studio near Times Square â€“ 30+ Nights,21691582,Deepak,Manhattan,Hell's Kitchen,Entire home/apt,107.0,30.0,0,254
1533412022725380096,Stylish Room | Near Broadway & Empire State,5615582,RoomPicks Accommodations,Manhattan,Murray Hill,Private room,741.0,1.0,0,362
1533430691092910080,Elegant Room | Near Grand Central | Manhattan Stay,5615582,RoomPicks Accommodations,Manhattan,Murray Hill,Private room,487.0,1.0,0,311
1538529455967620096,Cozy Bedroom in Prime Bushwick,543456429,Kristina,Brooklyn,Bushwick,Private room,88.0,30.0,0,365
1538567474001289984,Bright & Stylish Astoria 1BR w Balcony 30+Day,4680813,Gaia,Queens,Astoria,Entire home/apt,165.0,30.0,3,167
1538651114089420032,East NY Urban Escape,550223317,KB & Rob,Brooklyn,East New York,Private room,155.0,1.0,5,56
1525754100255320064,Chelsea Luxury Retreat - Large Private Terrace,539975511,Inga,Manhattan,Chelsea,Entire home/apt,444.0,30.0,0,293
1526116898397710080,"Williamsburg Room | Near Parks, CafÃ©s & Trains",676797445,Vlada,Brooklyn,Williamsburg,Private room,67.0,30.0,0,365
1526128468216499968,Cozy Room in East Williamsburg | NYC Long Stays,676797445,Vlada,Brooklyn,Williamsburg,Private room,67.0,30.0,0,365
1526134919503470080,Brooklyn Vibes | Cozy Room Walk to Subway Station,676797445,Vlada,Brooklyn,Williamsburg,Private room,67.0,30.0,0,365
1526136202445829888,Calm & Cozy | Room in Historic Brooklyn Area,676797445,Vlada,Brooklyn,Williamsburg,Private room,67.0,30.0,0,365
1526139245891089920,Wingate LIC | 1 King Bed | Easy NYC Attractions,699581058,Wingate By Wyndham,Queens,Long Island City,Hotel room,178.0,1.0,4,322
1526139249393710080,1 King Bed | Wingate LIC | Near Manhattan Access,699581058,Wingate By Wyndham,Queens,Long Island City,Hotel room,178.0,1.0,15,322
1526139254132689920,King Suite | Wingate LIC | Spacious NYC Retreat,699581058,Wingate By Wyndham,Queens,Long Island City,Hotel room,401.0,1.0,0,323
1526139297538990080,Wingate LIC | King Suite | Minutes to Midtown,699581058,Wingate By Wyndham,Queens,Long Island City,Hotel room,401.0,1.0,0,323
1526139302568989952,2 Double Beds | Wingate LIC | Family NYC Stay,699581058,Wingate By Wyndham,Queens,Long Island City,Hotel room,234.0,1.0,6,321
1526139323276930048,Wingate LIC | 2 Double Beds | Close to Broadway,699581058,Wingate By Wyndham,Queens,Long Island City,Hotel room,211.0,1.0,0,321
1526139684637110016,"Brooklyn new reno, private apt with amenities",393238,Carrie,Brooklyn,Clinton Hill,Entire home/apt,154.0,30.0,3,232
1526155119812450048,1290-10 New Renovated 2 Bedrooms in UES WD in unit,162280872,Urban Furnished,Manhattan,Upper East Side,Entire home/apt,295.0,30.0,0,289
1526174402813760000,Four Sisters Guest House 1,722658270,Sonam,Queens,East Elmhurst,Private room,119.0,1.0,12,323
1526177620317870080,Bright Modern 3BR Home | BK,385266373,Tena,Brooklyn,Bedford-Stuyvesant,Entire home/apt,366.0,1.0,19,302
1526211873627719936,45 West 81st Studio,51501835,Jeniffer,Manhattan,Upper West Side,Entire home/apt,143.0,30.0,0,365
1526241945964349952,Room in Astoria -2A,508184140,Jinsup,Queens,Long Island City,Private room,72.0,30.0,0,365
1526281372188420096,Room in Astoria - 2C,508184140,Jinsup,Queens,Long Island City,Private room,68.0,30.0,0,346
1526293978954419968,Room in Astoria -3C,508184140,Jinsup,Queens,Astoria,Private room,65.0,30.0,0,364
1526295053080790016,Four Sisters Guest House 2,722658270,Sonam,Queens,Jackson Heights,Private room,119.0,1.0,4,328
1526396069867940096,Full bed with private bath,388473658,Edwin,Bronx,Hunts Point,Private room,68.0,30.0,0,365
1526408115377550080,Luxury High-end living NYC,500934819,Ana,Bronx,Mott Haven,Entire home/apt,231.0,30.0,0,333
1526501861336509952,*NEW* Private Escape 15 - 20 mins to JFK,489948289,Lisa,Brooklyn,Canarsie,Entire home/apt,100.0,30.0,0,337
1526793684073590016,Rove Travel | Freeman 602 | Condo w/ Amenities,502657573,Rove Travel,Manhattan,Lower East Side,Entire home/apt,195.0,30.0,0,304
1526794100790840064,Rove Travel | Freeman 603 | Studio w/ Amenities,502657573,Rove Travel,Manhattan,Lower East Side,Entire home/apt,184.0,30.0,0,299
1526901670300539904,"Blueground | Yorkville, pool, nr Carl Schurz Park",107434423,Blueground,Manhattan,Upper East Side,Entire home/apt,205.0,30.0,0,365
1527033549721520128,19-4D 2BR 1Bath Luxury Apt East Village,29468219,Furnished Club,Manhattan,East Village,Entire home/apt,375.0,30.0,0,344
1527034067205410048,19-5D 2BR 1 Bath Luxury Apt East Village,29468219,Furnished Club,Manhattan,East Village,Entire home/apt,341.0,30.0,0,360
1527094922852600064,HK 2.1- Beautiful Shared bedroom in Hell's Kitchen,406193264,Manuel,Manhattan,Hell's Kitchen,Shared room,56.0,30.0,1,90
1527113995985349888,Brooklyn Brownstone Designer Suite,62100368,Mel,Brooklyn,Cypress Hills,Entire home/apt,208.0,30.0,0,365
1527115224080379904,"Clean, Uncluttered + Convenient Manhattan Home",722897794,Harehs & George,Manhattan,Harlem,Private room,86.0,30.0,2,364
1527563288418050048,Private Garden 2BR Steps to Subway & Prospect Park,722621886,Lielle,Brooklyn,Prospect-Lefferts Gardens,Shared room,685.0,1.0,12,93
1527579762356669952,"Hotel Aka Nomad, Premium Empire Terrace Suite",722997828,,Manhattan,Midtown,Private room,298.0,1.0,0,284
1527579762383379968,"Hotel Aka Nomad, NoMad Queen",722997828,,Manhattan,Midtown,Private room,420.0,1.0,2,271
1527579874838299904,"Hotel Aka Nomad, NoMad King",722997828,,Manhattan,Midtown,Private room,420.0,1.0,2,285
1527579905669309952,"Hotel Aka Nomad, NoMad Double Accessible",722997828,,Manhattan,Midtown,Private room,175.0,1.0,0,202
1527579977703020032,"Hotel Aka Nomad, Premium NoMad King",722997828,,Manhattan,Midtown,Private room,420.0,1.0,2,282
1527580008326599936,"Hotel Aka Nomad, Premium NoMad Corner King",722997828,,Manhattan,Midtown,Private room,420.0,1.0,7,283
1533439946534060032,Spacious Queen Room | Historic | Dogs Allowed,5615582,RoomPicks Accommodations,Manhattan,Murray Hill,Hotel room,537.0,1.0,0,262
1533446701401179904,"The Washington, 1 King Bed, Deluxe, Non-Smoking",724362729,,Manhattan,Financial District,Private room,199.0,1.0,2,56
1533446701454269952,"The Washington, 1 King Bed, Deluxe Corner Room",724362729,,Manhattan,Financial District,Private room,199.0,1.0,0,56
1533446941335269888,"The Washington, 2 Double Beds Accessible Room",724362729,,Manhattan,Financial District,Private room,272.0,1.0,0,39
1533446992378500096,"The Washington, 1 King Bed, Premier Corner Room",724362729,,Manhattan,Financial District,Private room,199.0,1.0,2,52
1533447108623699968,"The Washington, 2 Double Beds, Deluxe, Non-Smoking",724362729,,Manhattan,Financial District,Private room,159.0,1.0,0,41
1533447169029819904,"The Washington, 1 King Bed, 1-Bedroom Suite, De...",724362729,,Manhattan,Financial District,Private room,159.0,1.0,0,52
1533447282107269888,"The Washington, 1 King Bed, 1-Bedroom Suite, Ci...",724362729,,Manhattan,Financial District,Private room,199.0,1.0,0,41
1533447336264489984,"The Washington, 1 King Bed Standard Room",724362729,,Manhattan,Financial District,Private room,199.0,1.0,3,47
1533447454688029952,"The Washington, 1 King Bed Accessible Room",724362729,,Manhattan,Financial District,Private room,199.0,1.0,0,38
1533448598948150016,"1 min walk to the train, 10 min ride to city",20513673,Vera,Queens,Sunnyside,Private room,212.0,1.0,0,351
1533490226387340032,simply beautiful,450161902,Natalie,Manhattan,East Harlem,Entire home/apt,170.0,30.0,1,303
1533508860292689920,Room with Private Bathroom in Prime Area,543456429,Kristina,Brooklyn,Bushwick,Private room,81.0,30.0,0,365
1533522780408250112,Spacious Room in Stylish Bklyn â€“ Steps from Train!,205225528,Julius,Brooklyn,Cypress Hills,Private room,52.0,30.0,0,161
1533924563996359936,Studio in W Residences Manhattan with Gym & Sauna,703813301,StayX,Manhattan,Financial District,Entire home/apt,328.0,30.0,1,94
1533925659322259968,Studio in W Residences Manhattan with Gym & Sauna,703813301,StayX,Manhattan,Financial District,Entire home/apt,360.0,30.0,0,91
1534096257671820032,The Seventy â€¢ Vibe 8800,61391963,â¨StayWithVibe.â©,Manhattan,Upper East Side,Entire home/apt,172.0,30.0,2,342
1534103284747300096,"""Comfortable Room in Vibrant University Heights""",451777699,German Enterprise,Bronx,University Heights,Private room,45.0,30.0,1,365
1534156022499599872,Artist Cove Walk up Penthouse Semi-Duplex,157046734,Happy Stays,Manhattan,Lower East Side,Entire home/apt,159.0,30.0,0,265
1534268272124649984,Room Available in Washington Heights,80789850,Jodie,Manhattan,Washington Heights,Private room,54.0,30.0,0,349
1534743414511190016,Quiet clean room near Kassiena and Beech Ave,26578586,Wanzhe,Queens,Flushing,Private room,85.0,30.0,0,365
1534966182090409984,45 west 81st 1 bedroom,51501835,Jeniffer,Manhattan,Upper West Side,Entire home/apt,188.0,30.0,1,146
1535090795108679936,"Top floor, bright 1 bed apt only 30m to midtown!",724988,Shelli,Manhattan,Harlem,Entire home/apt,114.0,30.0,0,151
1535665788672000000,Charming Private Apt Steps from the Metro North,13321580,Laura,Bronx,Woodlawn,Entire home/apt,111.0,30.0,1,240
1536092119009740032,1BR Garden Apt | Near Central Park & Subway,186760359,Christian,Manhattan,Harlem,Entire home/apt,210.0,31.0,0,359
1536233779774700032,Lovely Cozy 1 bedroom in Woodlawn!,717309108,Emmanuel,Bronx,Woodlawn,Entire home/apt,122.0,30.0,0,365
1536252834534510080,The RegentÂ® Highrise - Luxury 1BR in Midtown NYC,441260321,World Class,Manhattan,Hell's Kitchen,Entire home/apt,318.0,30.0,2,173
1536294381058350080,NoLita Haus - Amazing Neighborhood,314253814,Ashley,Manhattan,Nolita,Entire home/apt,456.0,30.0,0,365
1536308921752339968,Fort Greene Gem,11742777,Inbar,Brooklyn,Fort Greene,Entire home/apt,257.0,30.0,0,179
1536316564740890112,"Sunny room, priv. bath. Artsy Ridgewood home, cats",3013202,Chelsea,Queens,Ridgewood,Private room,84.0,30.0,0,88
1536378121404580096,521 West 48th 3 bed 1 bath,51501835,Jeniffer,Manhattan,Hell's Kitchen,Entire home/apt,173.0,30.0,1,335
1536422041315000064,Just steps from Astoria's eclectic dining.,470947135,Tariq,Queens,Ditmars Steinway,Entire home/apt,136.0,30.0,0,365
1536537887867739904,1920s row house,21368303,Joshua,Queens,Ditmars Steinway,Entire home/apt,141.0,30.0,1,94
1536572835778899968,521 West 48th 2bed 1bath,51501835,Jeniffer,Manhattan,Hell's Kitchen,Entire home/apt,166.0,30.0,0,286
1536614104725700096,"Private bedroom in Elmhurst, Queens, NYC",511241872,Tingting,Queens,Elmhurst,Private room,100.0,1.0,2,137
1536756318366459904,"You can choose the line from 5 lines(7,E,F,M,R)",19303369,Hiroki,Queens,Elmhurst,Private room,55.0,30.0,1,31
1536812555937829888,Entire apt available,374908121,Latreas,Manhattan,East Harlem,Entire home/apt,80.0,30.0,0,327
1539039131231439872,Upscale studio in outstanding location,16990853,Jose Manuel,Manhattan,Hell's Kitchen,Entire home/apt,277.0,30.0,0,284
1539277154890279936,Spacious 3BR Flex 4 in Madison Sq Park W/D in unit,49095662,Sahar Ziv,Manhattan,Midtown,Entire home/apt,360.0,30.0,0,280
1539281031729720064,"New Mint & Modern 2BR Elevator, W/D and Terrace!",49095662,Sahar Ziv,Manhattan,Chelsea,Entire home/apt,774.0,30.0,0,272
1539284976295670016,"Modern & Mint large 2BR with W/D Elevator,",49095662,Sahar Ziv,Manhattan,Chelsea,Entire home/apt,443.0,30.0,0,193
1539325751223780096,Luxury 2 bedroom-2 bath with private roof deck.,12639098,Imrul,Brooklyn,Greenpoint,Entire home/apt,519.0,30.0,0,90
1539347308694970112,Modern 3BR/2BA Duplex w/Private Roof Deck,12639098,Imrul,Brooklyn,Greenpoint,Entire home/apt,604.0,30.0,0,33
1539377352836659968,"Yotel New York Times Square, Premium queen view",725695483,,Manhattan,Hell's Kitchen,Private room,169.0,1.0,16,342
1539377358930609920,"Yotel New York Times Square, Corner queen",725695483,,Manhattan,Hell's Kitchen,Private room,165.0,1.0,4,336
1539377615822490112,"Yotel New York Times Square, Skyline view",725695483,,Manhattan,Hell's Kitchen,Private room,169.0,1.0,2,341
1539484578804349952,Close to all. Safe/quiet. Female only. Bus nearby,530052602,Xenia,Queens,Flushing,Private room,56.0,30.0,0,303
1539525180339419904,"Astoria Art Haven, Trendy CafÃ©s, Parks & Ferry",25993522,Bobby,Queens,Astoria,Private room,65.0,30.0,1,165
1539874749951409920,Luxury 3bed/2bath with private outdoor deck.,12639098,Imrul,Brooklyn,Greenpoint,Entire home/apt,717.0,30.0,1,41
1539939761488399872,Nicest Renovated Townhouse in Manhattan,723424483,Adam,Manhattan,Upper West Side,Entire home/apt,6084.0,30.0,0,358
1540025141403130112,Stunning Suite in Brooklyn.,388322607,The Hill Residences,Brooklyn,Cobble Hill,Entire home/apt,170.0,31.0,1,239
1540067380834210048,Cozy Studio| Full Kitchen | Queen Bed |Near Subway,141000707,Hallie,Manhattan,Harlem,Entire home/apt,248.0,2.0,6,343
1540090828200780032,"Spacious, stylish one bedroom apt close to Subway",349153005,Zaire,Brooklyn,Bedford-Stuyvesant,Entire home/apt,136.0,30.0,2,336
1540202482751160064,Cozy Brownstone Studio |Full Kitchen |Near Subway,141000707,Hallie,Manhattan,Harlem,Entire home/apt,288.0,2.0,5,337
1540213234408869888,Classic 3BR Brownstone Abode Near Subway,141000707,Hallie,Manhattan,Harlem,Entire home/apt,360.0,1.0,4,333
1540263156900080128,3BR | Manhattan | Brownstone | Close to Subway,141000707,Hallie,Manhattan,Harlem,Entire home/apt,526.0,2.0,3,328
1540274436496760064,World Cup Stay in NYC | Entire Apartment,275691766,Andreza,Queens,Astoria,Entire home/apt,197.0,30.0,0,151
1540718533008049920,Perfect Flushing Getaway,109536360,Ana,Queens,Kew Gardens Hills,Private room,54.0,30.0,0,365
1540721926851500032,Modern Room in Heart of Flushing,109536360,Ana,Queens,Kew Gardens Hills,Private room,54.0,30.0,0,294
1540785364063800064,Elegant Furnished Studio in the Heart of Astoria,726013115,Tina,Queens,Astoria,Entire home/apt,145.0,30.0,0,242
1540876024394289920,"Near JFK/LGA/F-Train Cozy-Jamaica, Queens Duplex",594003356,Sayem,Queens,Jamaica,Entire home/apt,340.0,1.0,6,342
1540916945233920000,Heart of hipster bushwick,34994193,Jody.P,Brooklyn,Bushwick,Entire home/apt,113.0,30.0,1,49
1541342997802190080,"Loft-Style, Full Floor 3BR Flex4 with W/D, Chelsea",205760,ZGB Extended Stay,Manhattan,Flatiron District,Entire home/apt,372.0,30.0,0,279
1541343372398050048,"New & Modern 2BR Terrace, WD, Elevator in Chelsea",205760,ZGB Extended Stay,Manhattan,Chelsea,Entire home/apt,399.0,30.0,0,196
1541343677500110080,"Mint Condition Modern 2BR, WD, Elevator / Chelsea",205760,ZGB Extended Stay,Manhattan,Chelsea,Entire home/apt,426.0,30.0,0,197
1541346320963069952,"Charming cozy loft, private garden w/ plunge pool",438465678,Nathaniel,Manhattan,East Village,Private room,200.0,30.0,0,283
1541410077411950080,Rove | Carroll Place III | Bright 3BR Apartment,502657573,Rove Travel,Brooklyn,Carroll Gardens,Entire home/apt,468.0,30.0,1,341
1541505600069809920,2br | Chefs Kitchen | Close to Subway,141000707,Hallie,Manhattan,Harlem,Entire home/apt,800.0,1.0,4,312
1541529649051630080,Two Bedroom Stay in Bushwick,270534362,Venola,Brooklyn,Bushwick,Entire home/apt,116.0,30.0,0,365
1541561260455520000,2 Studios | Manhattan| Close to Subway,141000707,Hallie,Manhattan,Harlem,Entire home/apt,536.0,2.0,0,328
1541867880223549952,"The Marlton Hotel, The Petite Full",726179105,,Manhattan,Greenwich Village,Private room,549.0,1.0,0,251
1541867880647069952,"The Marlton Hotel, The Full",726179105,,Manhattan,Greenwich Village,Private room,549.0,1.0,1,235
1541868170421829888,"The Marlton Hotel, Petite Queen",726179105,,Manhattan,Greenwich Village,Private room,289.0,1.0,0,211
1541868198661530112,"The Marlton Hotel, The Queen",726179105,,Manhattan,Greenwich Village,Private room,549.0,1.0,5,249
1541868446020130048,"The Marlton Hotel, ADA Standard Queen Room",726179105,,Manhattan,Greenwich Village,Private room,259.0,1.0,0,139
1541868446920179968,"The Marlton Hotel, The Queen Deluxe",726179105,,Manhattan,Greenwich Village,Private room,259.0,1.0,1,234
1541868693749270016,"The Marlton Hotel, The Twin",726179105,,Manhattan,Greenwich Village,Private room,549.0,1.0,1,190
1541868695180859904,"The Marlton Hotel, The Penthouse Suite East",726179105,,Manhattan,Greenwich Village,Private room,549.0,1.0,0,172
1542031109068969984,Manhattan Penthouse Retreat with Sauna & Steinway,22889932,Simon,Manhattan,Harlem,Entire home/apt,451.0,30.0,0,365
1542061977122089984,1 br aparthotel *walk to attractions * 3 beds,678727558,Nestel,Manhattan,Midtown,Entire home/apt,338.0,1.0,0,272
1542089161036620032,This place is all about convenience & comfort.,375062623,Nick,Queens,Woodhaven,Shared room,155.0,30.0,0,173
1542100051331089920,Fifth-5B New Studio ~ Prime west village~ Elevator,162280872,Urban Furnished,Manhattan,Greenwich Village,Entire home/apt,353.0,30.0,0,349
1542114861635429888,"Room with Kitchen in Chelsea 1, Shared Bathroom",408979935,The Village House,Manhattan,Chelsea,Private room,137.0,1.0,8,186
1542115439204689920,"Room in Chelsea 2 with Kitchen,  Shared Bathroom",408979935,The Village House,Manhattan,Chelsea,Private room,138.0,1.0,3,166
1542115664943970048,Tiny Shared Bath Private Studio Times Square #206,35491667,LEAP NY Apartments,Manhattan,Hell's Kitchen,Entire home/apt,64.0,30.0,1,259
1542136130893199872,Newly Renovated Designer Gem-74th off Central Park,428639770,Daniel,Manhattan,Upper West Side,Entire home/apt,191.0,30.0,0,165
1542157719473359872,"RoveTravel | Skyline Terrace | PH w/ Terrace,Views",17775359,Rove Travel,Brooklyn,DUMBO,Entire home/apt,612.0,30.0,0,346
1542161771943620096,Rove Travel | Bowery Heights | Luxury Penthouse,502657573,Rove Travel,Manhattan,Nolita,Entire home/apt,1540.0,30.0,0,229
1542262191503460096,Cozy Private Room in Midtown Manhattan,369170123,Jordan,Manhattan,Hell's Kitchen,Private room,136.0,30.0,0,364
1542275351989169920,45 West 81st 1 bedroom with outdoor,51501835,Jeniffer,Manhattan,Upper West Side,Entire home/apt,194.0,30.0,1,349
1542413774388499968,"Luxury Stay in SI near RUMC, Zoo and Restaurants",726410725,Mardia,Staten Island,West Brighton,Private room,91.0,30.0,1,359
1542501147208300032,Gowanus Fortune private room-4 mins walk to subway,40917125,Sharon,Brooklyn,South Slope,Private room,139.0,1.0,7,35
1542679795571630080,Designed UES Flat | 2BR w/ Elevator & Comfort,189962349,,Manhattan,Upper East Side,Entire home/apt,300.0,30.0,0,346
1542713047335800064,"Hotel 1200, Double queen",710176333,â¨Hotel 1200â©,Brooklyn,Bedford-Stuyvesant,Private room,152.0,1.0,27,76
1542742764643340032,"Aliz Hotel Times Square, 1 King Bed",726475637,,Manhattan,Hell's Kitchen,Private room,233.0,1.0,78,246
1542742764891209984,"Aliz Hotel Times Square, 1 King Bed Accessible",726475637,,Manhattan,Hell's Kitchen,Private room,233.0,1.0,16,252
1542743064242030080,"Aliz Hotel Times Square, 1 King Bed Deluxe",726475637,,Manhattan,Hell's Kitchen,Private room,233.0,1.0,46,260
1542743069241499904,"Aliz Hotel Times Square, 1 King Bed Deluxe Balcony",726475637,,Manhattan,Hell's Kitchen,Private room,233.0,1.0,5,260
1542743359626510080,Refined style and dedicated workspace,726475637,,Manhattan,Hell's Kitchen,Private room,233.0,1.0,37,250
1542743365902190080,"Aliz Hotel Times Square, 2 double beds accessible",726475637,,Manhattan,Hell's Kitchen,Private room,242.0,1.0,11,249
1542743646453720064,"Aliz Hotel Times Square, 2 Double Beds Deluxe",726475637,,Manhattan,Hell's Kitchen,Private room,233.0,1.0,30,261
1542771093257319936,Lovely 3BR Apt Steps from Central Park!,723229066,Marsel,Manhattan,Upper West Side,Entire home/apt,232.0,30.0,1,185
1536832094626149888,"The Lombardy, One Bedroom King Suite",725003609,,Manhattan,Midtown,Private room,509.0,1.0,2,365
1536832095193479936,"The Lombardy, Studio King Room",725003609,,Manhattan,Midtown,Private room,509.0,1.0,2,360
1536832424053230080,"The Lombardy, Studio with 2 Queen Beds",725003609,,Manhattan,Midtown,Private room,509.0,1.0,0,291
1536832430277700096,"The Lombardy, One Bedroom Suite 2 Queens",725003609,,Manhattan,Midtown,Private room,509.0,1.0,0,365
1536832592286889984,"The Lombardy, Standard Room",725003609,,Manhattan,Midtown,Private room,269.0,1.0,0,339
1536832628820740096,"The Lombardy, Manhattan Suites",725003609,,Manhattan,Midtown,Private room,509.0,1.0,0,365
1536833611221560064,Spacious Harlem Apt | Sleeps 7 | Steps to Subway,186760359,Christian,Manhattan,Harlem,Entire home/apt,233.0,31.0,0,362
1536915698053720064,"The Nina Simone Room - enchanting, serene.",99090863,Madeline,Manhattan,Harlem,Private room,67.0,30.0,0,365
1536944593744029952,Cozy & spacious room - 25 min to Manhattan,275691766,Andreza,Queens,Astoria,Private room,90.0,30.0,1,353
1537032708578710016,Steps from Subway & Hospital w/a dog.,30530154,Kristen,Bronx,Norwood,Entire home/apt,78.0,30.0,1,358
1537036611335960064,Rove Travel | Alderman Terrace | Townhome w/Patio,17775359,Rove Travel,Brooklyn,Red Hook,Entire home/apt,231.0,30.0,0,365
1537063534563229952,Charming Private Bedroom Prime Bushwick,543456429,Kristina,Brooklyn,Bushwick,Private room,81.0,30.0,0,365
1537070546691830016,Bright & Airy Room in Bushwick,543456429,Kristina,Brooklyn,Bushwick,Private room,81.0,30.0,0,365
1537232848789139968,Modern Cozy Bedroom,371046050,Daniela,Bronx,Edenwald,Private room,79.0,2.0,12,284
1537265533360790016,Cozy Room 5,725157694,Narinder,Queens,Springfield Gardens,Private room,102.0,1.0,18,353
1537309326547000064,Home Away from Home,523908602,Angel,Bronx,Pelham Bay,Private room,61.0,30.0,1,364
1537590023694919936,Bushwick 2 Bedroom Awesome Apartment,9864136,Anthony,Brooklyn,Bedford-Stuyvesant,Entire home/apt,122.0,30.0,0,349
1537600635632509952,"Home
2 Bedroom-2 Queen size bed",725281112,Norris,Queens,Rosedale,Entire home/apt,446.0,2.0,17,326
1537619640422990080,"The Lombardy, Terrace One Bedroom Suite",725003609,,Manhattan,Midtown,Private room,279.0,1.0,0,105
1537670627085750016,3 bed/3 bath with wraparound terrace near Wburg,12639098,Imrul,Brooklyn,Greenpoint,Entire home/apt,915.0,30.0,0,44
1537735001945679872,Luxury Studio Retreat with Balcony in Greenpoint,12639098,Imrul,Brooklyn,Greenpoint,Entire home/apt,218.0,30.0,0,74
1537751159405809920,Times Square Tiny Shared Bath Private Studio #5404,35491667,LEAP NY Apartments,Manhattan,Hell's Kitchen,Entire home/apt,59.0,30.0,1,269
1537763443946490112,Rove Travel | Vesper Court I | Luxe Rooftop PH,17775359,Rove Travel,Manhattan,Hell's Kitchen,Entire home/apt,72.0,180.0,0,227
1537819614072229888,cozy stay,577435633,Paul,Queens,Springfield Gardens,Private room,89.0,30.0,0,365
1537882562865400064,Comfy near beach apartment three blocks from beach,697847296,Dason,Queens,Bayswater,Entire home/apt,161.0,30.0,0,365
1537928416449890048,433 West 53rd 2 bed 1 bath,51501835,Jeniffer,Manhattan,Hell's Kitchen,Entire home/apt,218.0,30.0,2,289
1538027825681730048,Luxury Duplex in Pelham Gardens,247085262,Trena,Bronx,Pelham Gardens,Entire home/apt,139.0,30.0,0,226
1538077694556120064,1 Queen Bed | Private Room in Heart of Brooklyn,3007728,Victor,Brooklyn,Sunset Park,Private room,61.0,30.0,0,213
1538102648938210048,Renovated Room2 Brooklyn NYC 2 min walk to 3 Train,488793365,Misbau,Brooklyn,East New York,Private room,59.0,30.0,4,288
1538144153494670080,Room in New York Brooklyn Close to Subway 3 A C L,488793365,Misbau,Brooklyn,East New York,Private room,54.0,30.0,2,178
1538375117550320128,Loft by Central Park,18057505,Michael,Manhattan,East Harlem,Entire home/apt,421.0,1.0,18,315
1538416652043899904,Times Square Private Bath Private 1 Bedroom #5BB,35491667,LEAP NY Apartments,Manhattan,Hell's Kitchen,Entire home/apt,96.0,30.0,1,205
1538442322705560064,Bright Boerum Hill Studio | Near CafÃ©s & Subway.,418327326,Andy,Brooklyn,Boerum Hill,Entire home/apt,111.0,30.0,0,272
